"CountryCode","Period","ProductCode","TradeValue","Quantity","QuantityUnit","ProductDescription"
"DEU",2014,"UNCTAD-SoP2",250261336.286,NA,"N.Q.","Intermediate goods"
"DEU",2014,"UNCTAD-SoP3",400932099.28,NA,"N.Q.","Consumer goods"
"DEU",2014,"UNCTAD-SoP4",353641886.597,NA,"N.Q.","Capital goods"
"DNK",2013,"UNCTAD-SoP1",10499661.981,NA,"N.Q.","Raw materials"
"DNK",2013,"UNCTAD-SoP2",17473475.123,NA,"N.Q.","Intermediate goods"
"DNK",2013,"UNCTAD-SoP3",39843542.074,NA,"N.Q.","Consumer goods"
"DNK",2013,"UNCTAD-SoP4",25628925.395,NA,"N.Q.","Capital goods"
"DNK",2014,"UNCTAD-SoP1",9854873.819,NA,"N.Q.","Raw materials"
"DNK",2014,"UNCTAD-SoP2",17629205.945,NA,"N.Q.","Intermediate goods"
"DNK",2014,"UNCTAD-SoP3",41550456.659,NA,"N.Q.","Consumer goods"
"DNK",2014,"UNCTAD-SoP4",27132324.279,NA,"N.Q.","Capital goods"
"DOM",2013,"UNCTAD-SoP1",2355846.235,NA,"N.Q.","Raw materials"
"DOM",2013,"UNCTAD-SoP2",4113710.135,NA,"N.Q.","Intermediate goods"
"DOM",2013,"UNCTAD-SoP3",8452176.291,NA,"N.Q.","Consumer goods"
"DOM",2013,"UNCTAD-SoP4",2769208.835,NA,"N.Q.","Capital goods"
"DOM",2014,"UNCTAD-SoP1",2186710.248,NA,"N.Q.","Raw materials"
"DOM",2014,"UNCTAD-SoP2",4238763.606,NA,"N.Q.","Intermediate goods"
"DOM",2014,"UNCTAD-SoP3",8397836.426,NA,"N.Q.","Consumer goods"
"DOM",2014,"UNCTAD-SoP4",2780510.429,NA,"N.Q.","Capital goods"
"DZA",2013,"UNCTAD-SoP1",5011437.003,NA,"N.Q.","Raw materials"
"DZA",2013,"UNCTAD-SoP2",15567212.378,NA,"N.Q.","Intermediate goods"
"DZA",2013,"UNCTAD-SoP3",17393511.033,NA,"N.Q.","Consumer goods"
"DZA",2013,"UNCTAD-SoP4",16306111.038,423250902,"Item","Capital goods"
"DZA",2014,"UNCTAD-SoP1",5498228.395,NA,"N.Q.","Raw materials"
"DZA",2014,"UNCTAD-SoP2",17853379.075,NA,"N.Q.","Intermediate goods"
"DZA",2014,"UNCTAD-SoP3",15548730.696,NA,"N.Q.","Consumer goods"
"DZA",2014,"UNCTAD-SoP4",18960343.203,NA,"N.Q.","Capital goods"
"ECU",2013,"UNCTAD-SoP1",954629.743,NA,"N.Q.","Raw materials"
"ECU",2013,"UNCTAD-SoP2",8093964.886,NA,"N.Q.","Intermediate goods"
"ECU",2013,"UNCTAD-SoP3",10207796.952,NA,"N.Q.","Consumer goods"
"ECU",2013,"UNCTAD-SoP4",7286152.572,NA,"N.Q.","Capital goods"
"ECU",2014,"UNCTAD-SoP1",1096161.723,NA,"N.Q.","Raw materials"
"ECU",2014,"UNCTAD-SoP2",8662896.457,NA,"N.Q.","Intermediate goods"
"ECU",2014,"UNCTAD-SoP3",10080294.773,NA,"N.Q.","Consumer goods"
"ECU",2014,"UNCTAD-SoP4",7108495.529,NA,"N.Q.","Capital goods"
"EGY",2013,"UNCTAD-SoP1",10849407.949,NA,"N.Q.","Raw materials"
"EGY",2013,"UNCTAD-SoP2",20745937.039,NA,"N.Q.","Intermediate goods"
"EGY",2013,"UNCTAD-SoP3",19383290.662,NA,"N.Q.","Consumer goods"
"EGY",2013,"UNCTAD-SoP4",12330136.087,NA,"N.Q.","Capital goods"
"EGY",2014,"UNCTAD-SoP1",15024345.529,NA,"N.Q.","Raw materials"
"EGY",2014,"UNCTAD-SoP2",21562487.571,NA,"N.Q.","Intermediate goods"
"EGY",2014,"UNCTAD-SoP3",20741781.244,NA,"N.Q.","Consumer goods"
"EGY",2014,"UNCTAD-SoP4",12956965.125,825157319,"Item","Capital goods"
"ESP",2013,"UNCTAD-SoP1",75108121.132,NA,"N.Q.","Raw materials"
"ESP",2013,"UNCTAD-SoP2",64852959.533,NA,"N.Q.","Intermediate goods"
"ESP",2013,"UNCTAD-SoP3",119526974.112,NA,"N.Q.","Consumer goods"
"ESP",2013,"UNCTAD-SoP4",69698360.425,NA,"N.Q.","Capital goods"
"ESP",2014,"UNCTAD-SoP1",74673571.934,NA,"N.Q.","Raw materials"
"ESP",2014,"UNCTAD-SoP2",67447800.592,NA,"N.Q.","Intermediate goods"
"ESP",2014,"UNCTAD-SoP3",129117310.463,NA,"N.Q.","Consumer goods"
"ESP",2014,"UNCTAD-SoP4",76807059.53,NA,"N.Q.","Capital goods"
"EST",2013,"UNCTAD-SoP1",964119.655,NA,"N.Q.","Raw materials"
"EST",2013,"UNCTAD-SoP2",3703126.112,NA,"N.Q.","Intermediate goods"
"EST",2013,"UNCTAD-SoP3",8042049.586,NA,"N.Q.","Consumer goods"
"EST",2013,"UNCTAD-SoP4",5875407.913,NA,"N.Q.","Capital goods"
"EST",2014,"UNCTAD-SoP1",918221.597,NA,"N.Q.","Raw materials"
"EST",2014,"UNCTAD-SoP2",3773641.644,NA,"N.Q.","Intermediate goods"
"EST",2014,"UNCTAD-SoP3",8379206.251,NA,"N.Q.","Consumer goods"
"EST",2014,"UNCTAD-SoP4",5381932.191,NA,"N.Q.","Capital goods"
"ETH",2013,"UNCTAD-SoP1",909152.904,NA,"N.Q.","Raw materials"
"ETH",2013,"UNCTAD-SoP2",3434728.451,NA,"N.Q.","Intermediate goods"
"ETH",2013,"UNCTAD-SoP3",5863148.9,NA,"N.Q.","Consumer goods"
"ETH",2013,"UNCTAD-SoP4",4545969.203,NA,"N.Q.","Capital goods"
"ETH",2014,"UNCTAD-SoP1",788844.822,NA,"N.Q.","Raw materials"
"ETH",2014,"UNCTAD-SoP2",5093737.343,NA,"N.Q.","Intermediate goods"
"ETH",2014,"UNCTAD-SoP3",8869059.437,NA,"N.Q.","Consumer goods"
"ETH",2014,"UNCTAD-SoP4",6643182.098,NA,"N.Q.","Capital goods"
"EUN",2013,"UNCTAD-SoP1",577131443.605,NA,"N.Q.","Raw materials"
"EUN",2013,"UNCTAD-SoP2",383292247.865,NA,"N.Q.","Intermediate goods"
"EUN",2013,"UNCTAD-SoP3",655993257.971,NA,"N.Q.","Consumer goods"
"EUN",2013,"UNCTAD-SoP4",532938787.997,NA,"N.Q.","Capital goods"
"EUN",2014,"UNCTAD-SoP1",533409199.896,NA,"N.Q.","Raw materials"
"EUN",2014,"UNCTAD-SoP2",398883033.859,NA,"N.Q.","Intermediate goods"
"EUN",2014,"UNCTAD-SoP3",675941618.695,NA,"N.Q.","Consumer goods"
"EUN",2014,"UNCTAD-SoP4",553949209.053,NA,"N.Q.","Capital goods"
"FIN",2013,"UNCTAD-SoP1",16723398.211,NA,"N.Q.","Raw materials"
"FIN",2013,"UNCTAD-SoP2",13923296.531,NA,"N.Q.","Intermediate goods"
"FIN",2013,"UNCTAD-SoP3",26291430.174,NA,"N.Q.","Consumer goods"
"FIN",2013,"UNCTAD-SoP4",17364823.066,NA,"N.Q.","Capital goods"
"FIN",2014,"UNCTAD-SoP1",16098639.28,NA,"N.Q.","Raw materials"
"FIN",2014,"UNCTAD-SoP2",13281535.199,NA,"N.Q.","Intermediate goods"
"FIN",2014,"UNCTAD-SoP3",24087705.262,NA,"N.Q.","Consumer goods"
"FIN",2014,"UNCTAD-SoP4",17700945.301,NA,"N.Q.","Capital goods"
"FJI",2013,"UNCTAD-SoP1",258347.077,NA,"N.Q.","Raw materials"
"FJI",2013,"UNCTAD-SoP2",388287.789,NA,"N.Q.","Intermediate goods"
"FJI",2013,"UNCTAD-SoP3",1233722.441,NA,"N.Q.","Consumer goods"
"FJI",2013,"UNCTAD-SoP4",902157.577,NA,"N.Q.","Capital goods"
"FJI",2014,"UNCTAD-SoP1",347278.63,424731,"Item","Raw materials"
"FJI",2014,"UNCTAD-SoP2",445933.892,NA,"N.Q.","Intermediate goods"
"FJI",2014,"UNCTAD-SoP3",1500991.419,NA,"N.Q.","Consumer goods"
"FJI",2014,"UNCTAD-SoP4",901128.081,NA,"N.Q.","Capital goods"
"FRA",2013,"UNCTAD-SoP1",80398807.979,NA,"N.Q.","Raw materials"
"FRA",2013,"UNCTAD-SoP2",141929816.081,NA,"N.Q.","Intermediate goods"
"FRA",2013,"UNCTAD-SoP3",265167056.55,NA,"N.Q.","Consumer goods"
"FRA",2013,"UNCTAD-SoP4",170221438.083,NA,"N.Q.","Capital goods"
"FRA",2014,"UNCTAD-SoP1",72399986.662,NA,"N.Q.","Raw materials"
"FRA",2014,"UNCTAD-SoP2",141640431.99,NA,"N.Q.","Intermediate goods"
"FRA",2014,"UNCTAD-SoP3",264433348.613,NA,"N.Q.","Consumer goods"
"FRA",2014,"UNCTAD-SoP4",167948742.919,NA,"N.Q.","Capital goods"
"GBR",2013,"UNCTAD-SoP1",82500008.572,NA,"N.Q.","Raw materials"
"GBR",2013,"UNCTAD-SoP2",116059105.964,NA,"N.Q.","Intermediate goods"
"GBR",2013,"UNCTAD-SoP3",257413385.252,NA,"N.Q.","Consumer goods"
"GBR",2013,"UNCTAD-SoP4",163256158.305,NA,"N.Q.","Capital goods"
"GBR",2014,"UNCTAD-SoP1",73307458.63,NA,"N.Q.","Raw materials"
"GBR",2014,"UNCTAD-SoP2",126674405.172,NA,"N.Q.","Intermediate goods"
"GBR",2014,"UNCTAD-SoP3",281812684.146,NA,"N.Q.","Consumer goods"
"GBR",2014,"UNCTAD-SoP4",186622864.69,NA,"N.Q.","Capital goods"
"GEO",2013,"UNCTAD-SoP1",694120.042,NA,"N.Q.","Raw materials"
"GEO",2013,"UNCTAD-SoP2",1133443.99,NA,"N.Q.","Intermediate goods"
"GEO",2013,"UNCTAD-SoP3",4433778.533,NA,"N.Q.","Consumer goods"
"GEO",2013,"UNCTAD-SoP4",1427978.307,NA,"N.Q.","Capital goods"
"GEO",2014,"UNCTAD-SoP1",806694.357,NA,"N.Q.","Raw materials"
"GEO",2014,"UNCTAD-SoP2",1265738.276,NA,"N.Q.","Intermediate goods"
"GEO",2014,"UNCTAD-SoP3",4770374.044,NA,"N.Q.","Consumer goods"
"GEO",2014,"UNCTAD-SoP4",1587632.802,NA,"N.Q.","Capital goods"
"GHA",2013,"UNCTAD-SoP1",1029127.706,NA,"N.Q.","Raw materials"
"GHA",2013,"UNCTAD-SoP2",3038695.09,NA,"N.Q.","Intermediate goods"
"GHA",2013,"UNCTAD-SoP3",4543058.531,NA,"N.Q.","Consumer goods"
"GHA",2013,"UNCTAD-SoP4",3940842.829,NA,"N.Q.","Capital goods"
"GIN",2013,"UNCTAD-SoP1",107583.102,NA,"N.Q.","Raw materials"
"GIN",2013,"UNCTAD-SoP2",398269.472,NA,"N.Q.","Intermediate goods"
"GIN",2013,"UNCTAD-SoP3",1435589.845,NA,"N.Q.","Consumer goods"
"GIN",2013,"UNCTAD-SoP4",437111.541,NA,"N.Q.","Capital goods"
"GIN",2014,"UNCTAD-SoP1",163004.041,NA,"N.Q.","Raw materials"
"GIN",2014,"UNCTAD-SoP2",369925.833,NA,"N.Q.","Intermediate goods"
"GIN",2014,"UNCTAD-SoP3",1535539.571,NA,"N.Q.","Consumer goods"
"GIN",2014,"UNCTAD-SoP4",407606.497,NA,"N.Q.","Capital goods"
"GMB",2013,"UNCTAD-SoP1",17912.363,NA,"N.Q.","Raw materials"
"GMB",2013,"UNCTAD-SoP2",59657.156,NA,"N.Q.","Intermediate goods"
"GMB",2013,"UNCTAD-SoP3",235481.319,NA,"N.Q.","Consumer goods"
"GMB",2013,"UNCTAD-SoP4",34412.608,NA,"N.Q.","Capital goods"
"GMB",2014,"UNCTAD-SoP1",38674.532,NA,"N.Q.","Raw materials"
"GMB",2014,"UNCTAD-SoP2",48145.503,NA,"N.Q.","Intermediate goods"
"GMB",2014,"UNCTAD-SoP3",262794.218,NA,"N.Q.","Consumer goods"
"GMB",2014,"UNCTAD-SoP4",33223.168,NA,"N.Q.","Capital goods"
"GRC",2013,"UNCTAD-SoP1",20528919.866,NA,"N.Q.","Raw materials"
"GRC",2013,"UNCTAD-SoP2",10071084.941,NA,"N.Q.","Intermediate goods"
"GRC",2013,"UNCTAD-SoP3",21955744.839,NA,"N.Q.","Consumer goods"
"GRC",2013,"UNCTAD-SoP4",8075989.532,NA,"N.Q.","Capital goods"
"GRC",2014,"UNCTAD-SoP1",19309140.839,NA,"N.Q.","Raw materials"
"GRC",2014,"UNCTAD-SoP2",10578575.291,NA,"N.Q.","Intermediate goods"
"GRC",2014,"UNCTAD-SoP3",22213312.097,NA,"N.Q.","Consumer goods"
"GRC",2014,"UNCTAD-SoP4",9460334.458,NA,"N.Q.","Capital goods"
"GRL",2013,"UNCTAD-SoP1",46490.499,NA,"N.Q.","Raw materials"
"GRL",2013,"UNCTAD-SoP2",70889.651,NA,"N.Q.","Intermediate goods"
"GRL",2013,"UNCTAD-SoP3",551008.116,NA,"N.Q.","Consumer goods"
"GRL",2013,"UNCTAD-SoP4",123153.319,NA,"N.Q.","Capital goods"
"GRL",2014,"UNCTAD-SoP1",47426.315,NA,"N.Q.","Raw materials"
"GRL",2014,"UNCTAD-SoP2",61245.293,NA,"N.Q.","Intermediate goods"
"GRL",2014,"UNCTAD-SoP3",496395.983,NA,"N.Q.","Consumer goods"
"GRL",2014,"UNCTAD-SoP4",132402.405,NA,"N.Q.","Capital goods"
"GTM",2013,"UNCTAD-SoP1",1015063.687,NA,"N.Q.","Raw materials"
"GTM",2013,"UNCTAD-SoP2",4938298.608,NA,"N.Q.","Intermediate goods"
"GTM",2013,"UNCTAD-SoP3",7953712.796,NA,"N.Q.","Consumer goods"
"GTM",2013,"UNCTAD-SoP4",3359644.983,NA,"N.Q.","Capital goods"
"GTM",2014,"UNCTAD-SoP1",1164873.365,NA,"N.Q.","Raw materials"
"GTM",2014,"UNCTAD-SoP2",4986309.457,NA,"N.Q.","Intermediate goods"
"GTM",2014,"UNCTAD-SoP3",8404401.171,NA,"N.Q.","Consumer goods"
"GTM",2014,"UNCTAD-SoP4",3462442.393,NA,"N.Q.","Capital goods"
"GUY",2013,"UNCTAD-SoP1",72967.448,NA,"N.Q.","Raw materials"
"GUY",2013,"UNCTAD-SoP2",298619.646,NA,"N.Q.","Intermediate goods"
"GUY",2013,"UNCTAD-SoP3",1074941.781,NA,"N.Q.","Consumer goods"
"GUY",2013,"UNCTAD-SoP4",410001.483,NA,"N.Q.","Capital goods"
"GUY",2014,"UNCTAD-SoP1",82493.067,NA,"N.Q.","Raw materials"
"GUY",2014,"UNCTAD-SoP2",250231.839,NA,"N.Q.","Intermediate goods"
"GUY",2014,"UNCTAD-SoP3",1057656.909,NA,"N.Q.","Consumer goods"
"GUY",2014,"UNCTAD-SoP4",383356.784,NA,"N.Q.","Capital goods"
"HKG",2013,"UNCTAD-SoP1",21299943.665,NA,"N.Q.","Raw materials"
"HKG",2013,"UNCTAD-SoP2",169879984.279,NA,"N.Q.","Intermediate goods"
"HKG",2013,"UNCTAD-SoP3",119448818.089,NA,"N.Q.","Consumer goods"
"HKG",2013,"UNCTAD-SoP4",307547215.038,NA,"N.Q.","Capital goods"
"HKG",2014,"UNCTAD-SoP1",22548903.109,NA,"N.Q.","Raw materials"
"HKG",2014,"UNCTAD-SoP2",127308023.784,NA,"N.Q.","Intermediate goods"
"HKG",2014,"UNCTAD-SoP3",119223045.788,NA,"N.Q.","Consumer goods"
"HKG",2014,"UNCTAD-SoP4",328491433.444,NA,"N.Q.","Capital goods"
"HND",2014,"UNCTAD-SoP1",449908.822,NA,"N.Q.","Raw materials"
"HND",2014,"UNCTAD-SoP2",1534141.956,NA,"N.Q.","Intermediate goods"
"HND",2014,"UNCTAD-SoP3",4528832.139,NA,"N.Q.","Consumer goods"
"HND",2014,"UNCTAD-SoP4",1391431.747,NA,"N.Q.","Capital goods"
"HRV",2013,"UNCTAD-SoP1",3276708.845,NA,"N.Q.","Raw materials"
"HRV",2013,"UNCTAD-SoP2",5385166.342,NA,"N.Q.","Intermediate goods"
"HRV",2013,"UNCTAD-SoP3",8893259.306,NA,"N.Q.","Consumer goods"
"HRV",2013,"UNCTAD-SoP4",4136527.273,NA,"N.Q.","Capital goods"
"HRV",2014,"UNCTAD-SoP1",2796502.765,NA,"N.Q.","Raw materials"
"HRV",2014,"UNCTAD-SoP2",5758877.033,NA,"N.Q.","Intermediate goods"
"HRV",2014,"UNCTAD-SoP3",9922523.457,NA,"N.Q.","Consumer goods"
"HRV",2014,"UNCTAD-SoP4",4122774.737,NA,"N.Q.","Capital goods"
"HUN",2013,"UNCTAD-SoP1",7208708.433,NA,"N.Q.","Raw materials"
"HUN",2013,"UNCTAD-SoP2",18607731.703,NA,"N.Q.","Intermediate goods"
"HUN",2013,"UNCTAD-SoP3",27640603.979,NA,"N.Q.","Consumer goods"
"HUN",2013,"UNCTAD-SoP4",38612705.275,NA,"N.Q.","Capital goods"
"HUN",2014,"UNCTAD-SoP1",7060859.416,NA,"N.Q.","Raw materials"
"HUN",2014,"UNCTAD-SoP2",19368931.671,NA,"N.Q.","Intermediate goods"
"HUN",2014,"UNCTAD-SoP3",29961336.724,NA,"N.Q.","Consumer goods"
"HUN",2014,"UNCTAD-SoP4",40644917.081,NA,"N.Q.","Capital goods"
"IDN",2013,"UNCTAD-SoP1",26202456.183,NA,"N.Q.","Raw materials"
"IDN",2013,"UNCTAD-SoP2",54899347.59,NA,"N.Q.","Intermediate goods"
"IDN",2013,"UNCTAD-SoP3",50653326.494,NA,"N.Q.","Consumer goods"
"IDN",2013,"UNCTAD-SoP4",52256146.694,NA,"N.Q.","Capital goods"
"IDN",2014,"UNCTAD-SoP1",26554364.826,NA,"N.Q.","Raw materials"
"IDN",2014,"UNCTAD-SoP2",52660140.931,NA,"N.Q.","Intermediate goods"
"IDN",2014,"UNCTAD-SoP3",48389925.512,NA,"N.Q.","Consumer goods"
"IDN",2014,"UNCTAD-SoP4",48426798.5,NA,"N.Q.","Capital goods"
"IND",2013,"UNCTAD-SoP1",203338963.519,NA,"N.Q.","Raw materials"
"IND",2013,"UNCTAD-SoP2",133240414.914,NA,"N.Q.","Intermediate goods"
"IND",2013,"UNCTAD-SoP3",42033779.545,NA,"N.Q.","Consumer goods"
"IND",2013,"UNCTAD-SoP4",73938967.328,NA,"N.Q.","Capital goods"
"IND",2014,"UNCTAD-SoP1",195219927.762,NA,"N.Q.","Raw materials"
"IND",2014,"UNCTAD-SoP2",132294758.592,NA,"N.Q.","Intermediate goods"
"IND",2014,"UNCTAD-SoP3",46103016.129,NA,"N.Q.","Consumer goods"
"IND",2014,"UNCTAD-SoP4",73273431.271,NA,"N.Q.","Capital goods"
"IRL",2013,"UNCTAD-SoP1",6264118.035,NA,"N.Q.","Raw materials"
"IRL",2013,"UNCTAD-SoP2",12907295.293,NA,"N.Q.","Intermediate goods"
"IRL",2013,"UNCTAD-SoP3",28048870.498,NA,"N.Q.","Consumer goods"
"IRL",2013,"UNCTAD-SoP4",15340989.801,NA,"N.Q.","Capital goods"
"IRL",2014,"UNCTAD-SoP1",5818678.822,NA,"N.Q.","Raw materials"
"IRL",2014,"UNCTAD-SoP2",14007632.559,NA,"N.Q.","Intermediate goods"
"IRL",2014,"UNCTAD-SoP3",29686564.324,NA,"N.Q.","Consumer goods"
"IRL",2014,"UNCTAD-SoP4",17932310.111,NA,"N.Q.","Capital goods"
"ISL",2013,"UNCTAD-SoP1",258372.955,NA,"N.Q.","Raw materials"
"ISL",2013,"UNCTAD-SoP2",1104802.797,NA,"N.Q.","Intermediate goods"
"ISL",2013,"UNCTAD-SoP3",2373237.536,NA,"N.Q.","Consumer goods"
"ISL",2013,"UNCTAD-SoP4",1249703.502,NA,"N.Q.","Capital goods"
"ISL",2014,"UNCTAD-SoP1",287620.809,NA,"N.Q.","Raw materials"
"ISL",2014,"UNCTAD-SoP2",1097258.142,NA,"N.Q.","Intermediate goods"
"ISL",2014,"UNCTAD-SoP3",2495565.827,NA,"N.Q.","Consumer goods"
"ISL",2014,"UNCTAD-SoP4",1462332.623,NA,"N.Q.","Capital goods"
"ISR",2013,"UNCTAD-SoP1",17900231,NA,"N.Q.","Raw materials"
"ISR",2013,"UNCTAD-SoP2",15807346,NA,"N.Q.","Intermediate goods"
"ISR",2013,"UNCTAD-SoP3",20672660,NA,"N.Q.","Consumer goods"
"ISR",2013,"UNCTAD-SoP4",16614952,NA,"N.Q.","Capital goods"
"ISR",2014,"UNCTAD-SoP1",17189778,NA,"N.Q.","Raw materials"
"ISR",2014,"UNCTAD-SoP2",16466990,NA,"N.Q.","Intermediate goods"
"ISR",2014,"UNCTAD-SoP3",21120731,NA,"N.Q.","Consumer goods"
"ISR",2014,"UNCTAD-SoP4",16505122,NA,"N.Q.","Capital goods"
"ITA",2013,"UNCTAD-SoP1",86155774.355,NA,"N.Q.","Raw materials"
"ITA",2013,"UNCTAD-SoP2",127555079.882,NA,"N.Q.","Intermediate goods"
"ITA",2013,"UNCTAD-SoP3",164779084.699,NA,"N.Q.","Consumer goods"
"ITA",2013,"UNCTAD-SoP4",85879990.057,NA,"N.Q.","Capital goods"
"ITA",2014,"UNCTAD-SoP1",78141456.259,NA,"N.Q.","Raw materials"
"ITA",2014,"UNCTAD-SoP2",128923598.296,NA,"N.Q.","Intermediate goods"
"ITA",2014,"UNCTAD-SoP3",163151682.954,NA,"N.Q.","Consumer goods"
"ITA",2014,"UNCTAD-SoP4",87980414.752,NA,"N.Q.","Capital goods"
"JAM",2013,"UNCTAD-SoP1",1321898.75,NA,"N.Q.","Raw materials"
"JAM",2013,"UNCTAD-SoP2",994472.478,NA,"N.Q.","Intermediate goods"
"JAM",2013,"UNCTAD-SoP3",3089017.053,NA,"N.Q.","Consumer goods"
"JAM",2013,"UNCTAD-SoP4",660286.233,NA,"N.Q.","Capital goods"
"JAM",2014,"UNCTAD-SoP1",950792.776,NA,"N.Q.","Raw materials"
"JAM",2014,"UNCTAD-SoP2",818006.518,NA,"N.Q.","Intermediate goods"
"JAM",2014,"UNCTAD-SoP3",3093972.87,NA,"N.Q.","Consumer goods"
"JAM",2014,"UNCTAD-SoP4",763936.77,NA,"N.Q.","Capital goods"
"JOR",2013,"UNCTAD-SoP1",4275895.563,NA,"N.Q.","Raw materials"
"JOR",2013,"UNCTAD-SoP2",5320700.231,NA,"N.Q.","Intermediate goods"
"JOR",2013,"UNCTAD-SoP3",8379661.646,NA,"N.Q.","Consumer goods"
"JOR",2013,"UNCTAD-SoP4",3111109.359,NA,"N.Q.","Capital goods"
"JOR",2014,"UNCTAD-SoP1",4412261.715,NA,"N.Q.","Raw materials"
"JOR",2014,"UNCTAD-SoP2",5326259.533,NA,"N.Q.","Intermediate goods"
"JOR",2014,"UNCTAD-SoP3",9440490.478,NA,"N.Q.","Consumer goods"
"JOR",2014,"UNCTAD-SoP4",3033663.613,NA,"N.Q.","Capital goods"
"JPN",2013,"UNCTAD-SoP1",254198823.143,NA,"N.Q.","Raw materials"
"JPN",2013,"UNCTAD-SoP2",105432602.341,NA,"N.Q.","Intermediate goods"
"JPN",2013,"UNCTAD-SoP3",283961274.118,NA,"N.Q.","Consumer goods"
"JPN",2013,"UNCTAD-SoP4",174034411.223,NA,"N.Q.","Capital goods"
"JPN",2014,"UNCTAD-SoP1",231537340.534,NA,"N.Q.","Raw materials"
"JPN",2014,"UNCTAD-SoP2",106859220.065,NA,"N.Q.","Intermediate goods"
"JPN",2014,"UNCTAD-SoP3",278230222.572,NA,"N.Q.","Consumer goods"
"JPN",2014,"UNCTAD-SoP4",179886454.813,NA,"N.Q.","Capital goods"
"KAZ",2013,"UNCTAD-SoP1",4934593.595,NA,"N.Q.","Raw materials"
"KAZ",2013,"UNCTAD-SoP2",10092422.67,NA,"N.Q.","Intermediate goods"
"KAZ",2013,"UNCTAD-SoP3",17154871.191,NA,"N.Q.","Consumer goods"
"KAZ",2013,"UNCTAD-SoP4",16038045.35,NA,"N.Q.","Capital goods"
"KAZ",2014,"UNCTAD-SoP1",2310305.784,NA,"N.Q.","Raw materials"
"KAZ",2014,"UNCTAD-SoP2",7558301.564,NA,"N.Q.","Intermediate goods"
"KAZ",2014,"UNCTAD-SoP3",16195953.636,NA,"N.Q.","Consumer goods"
"KAZ",2014,"UNCTAD-SoP4",14689321.93,NA,"N.Q.","Capital goods"
"KEN",2013,"UNCTAD-SoP1",1110931.828,NA,"N.Q.","Raw materials"
"KEN",2013,"UNCTAD-SoP2",4512122.706,NA,"N.Q.","Intermediate goods"
"KEN",2013,"UNCTAD-SoP3",6319466.851,NA,"N.Q.","Consumer goods"
"KEN",2013,"UNCTAD-SoP4",4144402.09,NA,"N.Q.","Capital goods"
"KGZ",2013,"UNCTAD-SoP1",337680.428,NA,"N.Q.","Raw materials"
"KGZ",2013,"UNCTAD-SoP2",1150050.247,NA,"N.Q.","Intermediate goods"
"KGZ",2013,"UNCTAD-SoP3",3354774.339,NA,"N.Q.","Consumer goods"
"KGZ",2013,"UNCTAD-SoP4",1103061.984,NA,"N.Q.","Capital goods"
"KHM",2013,"UNCTAD-SoP1",142747.744,NA,"N.Q.","Raw materials"
"KHM",2013,"UNCTAD-SoP2",3930759.397,NA,"N.Q.","Intermediate goods"
"KHM",2013,"UNCTAD-SoP3",3687403.187,NA,"N.Q.","Consumer goods"
"KHM",2013,"UNCTAD-SoP4",1429081.091,NA,"N.Q.","Capital goods"
"KIR",2013,"UNCTAD-SoP1",5576.183,NA,"N.Q.","Raw materials"
"KIR",2013,"UNCTAD-SoP2",13974.719,NA,"N.Q.","Intermediate goods"
"KIR",2013,"UNCTAD-SoP3",55226.877,NA,"N.Q.","Consumer goods"
"KIR",2013,"UNCTAD-SoP4",20629.054,NA,"N.Q.","Capital goods"
"KOR",2013,"UNCTAD-SoP1",156654095.521,NA,"N.Q.","Raw materials"
"KOR",2013,"UNCTAD-SoP2",98080154.534,NA,"N.Q.","Intermediate goods"
"KOR",2013,"UNCTAD-SoP3",124342930.232,NA,"N.Q.","Consumer goods"
"KOR",2013,"UNCTAD-SoP4",135101153.19,NA,"N.Q.","Capital goods"
"KOR",2014,"UNCTAD-SoP1",152027115.224,NA,"N.Q.","Raw materials"
"KOR",2014,"UNCTAD-SoP2",100110518.039,NA,"N.Q.","Intermediate goods"
"KOR",2014,"UNCTAD-SoP3",131642909.013,NA,"N.Q.","Consumer goods"
"KOR",2014,"UNCTAD-SoP4",140266830.087,NA,"N.Q.","Capital goods"
"KWT",2013,"UNCTAD-SoP1",2286546.466,NA,"N.Q.","Raw materials"
"KWT",2013,"UNCTAD-SoP2",5705655.53,NA,"N.Q.","Intermediate goods"
"KWT",2013,"UNCTAD-SoP3",14169639.008,NA,"N.Q.","Consumer goods"
"KWT",2013,"UNCTAD-SoP4",7207297.182,55073168,"Item","Capital goods"
"KWT",2014,"UNCTAD-SoP1",2499654.062,NA,"N.Q.","Raw materials"
"KWT",2014,"UNCTAD-SoP2",5903058.279,NA,"N.Q.","Intermediate goods"
"KWT",2014,"UNCTAD-SoP3",14759694.936,NA,"N.Q.","Consumer goods"
"KWT",2014,"UNCTAD-SoP4",8002649.273,65801989,"Item","Capital goods"
"LBN",2013,"UNCTAD-SoP1",1495397.123,NA,"N.Q.","Raw materials"
"LBN",2013,"UNCTAD-SoP2",4515525.956,NA,"N.Q.","Intermediate goods"
"LBN",2013,"UNCTAD-SoP3",11875238.105,NA,"N.Q.","Consumer goods"
"LBN",2013,"UNCTAD-SoP4",3123449.216,NA,"N.Q.","Capital goods"
"LBN",2014,"UNCTAD-SoP1",1647632.575,NA,"N.Q.","Raw materials"
"LBN",2014,"UNCTAD-SoP2",4424542.235,NA,"N.Q.","Intermediate goods"
