"CountryCode","Period","ProductCode","TradeValue","Quantity","QuantityUnit","ProductDescription"
"LBN",2014,"UNCTAD-SoP3",11604876.717,NA,"N.Q.","Consumer goods"
"LBN",2014,"UNCTAD-SoP4",2573606.771,NA,"N.Q.","Capital goods"
"LCA",2014,"UNCTAD-SoP1",45904.545,NA,"N.Q.","Raw materials"
"LCA",2014,"UNCTAD-SoP2",78814.725,NA,"N.Q.","Intermediate goods"
"LCA",2014,"UNCTAD-SoP3",394846.265,NA,"N.Q.","Consumer goods"
"LCA",2014,"UNCTAD-SoP4",91872.086,NA,"N.Q.","Capital goods"
"LDCMNA",2013,"UNCTAD-SoP1",34512154.563,NA,"N.Q.","Raw materials"
"LDCMNA",2013,"UNCTAD-SoP2",67417788.71,NA,"N.Q.","Intermediate goods"
"LDCMNA",2013,"UNCTAD-SoP3",83941599.935,NA,"N.Q.","Consumer goods"
"LDCMNA",2013,"UNCTAD-SoP4",51605979.838,NA,"N.Q.","Capital goods"
"LDCMNA",2014,"UNCTAD-SoP1",36845964.362,NA,"N.Q.","Raw materials"
"LDCMNA",2014,"UNCTAD-SoP2",64794633.496,NA,"N.Q.","Intermediate goods"
"LDCMNA",2014,"UNCTAD-SoP3",78219141.72,NA,"N.Q.","Consumer goods"
"LDCMNA",2014,"UNCTAD-SoP4",48168813.785,NA,"N.Q.","Capital goods"
"LKA",2013,"UNCTAD-SoP1",2388851.305,NA,"N.Q.","Raw materials"
"LKA",2013,"UNCTAD-SoP2",6563306.936,NA,"N.Q.","Intermediate goods"
"LKA",2013,"UNCTAD-SoP3",5676622.551,NA,"N.Q.","Consumer goods"
"LKA",2013,"UNCTAD-SoP4",3120620.359,NA,"N.Q.","Capital goods"
"LKA",2014,"UNCTAD-SoP1",2453172.836,NA,"N.Q.","Raw materials"
"LKA",2014,"UNCTAD-SoP2",7063143.359,NA,"N.Q.","Intermediate goods"
"LKA",2014,"UNCTAD-SoP3",6424104.808,NA,"N.Q.","Consumer goods"
"LKA",2014,"UNCTAD-SoP4",3188542.572,NA,"N.Q.","Capital goods"
"LTU",2013,"UNCTAD-SoP1",10313268.508,NA,"N.Q.","Raw materials"
"LTU",2013,"UNCTAD-SoP2",6154230.926,NA,"N.Q.","Intermediate goods"
"LTU",2013,"UNCTAD-SoP3",11010883.657,NA,"N.Q.","Consumer goods"
"LTU",2013,"UNCTAD-SoP4",6071350.495,NA,"N.Q.","Capital goods"
"LTU",2014,"UNCTAD-SoP1",8603038.337,NA,"N.Q.","Raw materials"
"LTU",2014,"UNCTAD-SoP2",6492425.021,NA,"N.Q.","Intermediate goods"
"LTU",2014,"UNCTAD-SoP3",11944385.385,NA,"N.Q.","Consumer goods"
"LTU",2014,"UNCTAD-SoP4",6742696.345,NA,"N.Q.","Capital goods"
"LUX",2013,"UNCTAD-SoP1",2295593.666,NA,"N.Q.","Raw materials"
"LUX",2013,"UNCTAD-SoP2",4249507.184,NA,"N.Q.","Intermediate goods"
"LUX",2013,"UNCTAD-SoP3",10417628.538,NA,"N.Q.","Consumer goods"
"LUX",2013,"UNCTAD-SoP4",5354203.81,NA,"N.Q.","Capital goods"
"LUX",2014,"UNCTAD-SoP1",2251750.559,NA,"N.Q.","Raw materials"
"LUX",2014,"UNCTAD-SoP2",4189320.147,NA,"N.Q.","Intermediate goods"
"LUX",2014,"UNCTAD-SoP3",10615578.8,NA,"N.Q.","Consumer goods"
"LUX",2014,"UNCTAD-SoP4",5331611.893,NA,"N.Q.","Capital goods"
"LVA",2013,"UNCTAD-SoP1",1275027.935,NA,"N.Q.","Raw materials"
"LVA",2013,"UNCTAD-SoP2",2785886.503,NA,"N.Q.","Intermediate goods"
"LVA",2013,"UNCTAD-SoP3",7539312.62,NA,"N.Q.","Consumer goods"
"LVA",2013,"UNCTAD-SoP4",3137483.743,NA,"N.Q.","Capital goods"
"LVA",2014,"UNCTAD-SoP1",1309194.295,NA,"N.Q.","Raw materials"
"LVA",2014,"UNCTAD-SoP2",2749237.818,NA,"N.Q.","Intermediate goods"
"LVA",2014,"UNCTAD-SoP3",7686892.23,NA,"N.Q.","Consumer goods"
"LVA",2014,"UNCTAD-SoP4",3371763.668,NA,"N.Q.","Capital goods"
"MAC",2014,"UNCTAD-SoP1",403916.503,3231685,"Item","Raw materials"
"MAC",2014,"UNCTAD-SoP2",1132414.908,NA,"N.Q.","Intermediate goods"
"MAC",2014,"UNCTAD-SoP3",7136805.154,2509217,"Area  SM","Consumer goods"
"MAC",2014,"UNCTAD-SoP4",2032356.948,102841259,"Item","Capital goods"
"MAR",2013,"UNCTAD-SoP1",8234879.249,NA,"N.Q.","Raw materials"
"MAR",2013,"UNCTAD-SoP2",12152366.835,NA,"N.Q.","Intermediate goods"
"MAR",2013,"UNCTAD-SoP3",15017998.927,NA,"N.Q.","Consumer goods"
"MAR",2013,"UNCTAD-SoP4",9222729.463,NA,"N.Q.","Capital goods"
"MAR",2014,"UNCTAD-SoP1",8324280.318,NA,"N.Q.","Raw materials"
"MAR",2014,"UNCTAD-SoP2",12313570.492,NA,"N.Q.","Intermediate goods"
"MAR",2014,"UNCTAD-SoP3",16050076.045,NA,"N.Q.","Consumer goods"
"MAR",2014,"UNCTAD-SoP4",8840024.441,NA,"N.Q.","Capital goods"
"MDA",2013,"UNCTAD-SoP1",317763.232,NA,"N.Q.","Raw materials"
"MDA",2013,"UNCTAD-SoP2",1114243.719,NA,"N.Q.","Intermediate goods"
"MDA",2013,"UNCTAD-SoP3",2663103.813,NA,"N.Q.","Consumer goods"
"MDA",2013,"UNCTAD-SoP4",844854.419,NA,"N.Q.","Capital goods"
"MDA",2014,"UNCTAD-SoP1",312837.958,NA,"N.Q.","Raw materials"
"MDA",2014,"UNCTAD-SoP2",1137523.506,NA,"N.Q.","Intermediate goods"
"MDA",2014,"UNCTAD-SoP3",2471557.022,NA,"N.Q.","Consumer goods"
"MDA",2014,"UNCTAD-SoP4",878424.412,NA,"N.Q.","Capital goods"
"MDG",2013,"UNCTAD-SoP1",192420.732,NA,"N.Q.","Raw materials"
"MDG",2013,"UNCTAD-SoP2",803219.616,NA,"N.Q.","Intermediate goods"
"MDG",2013,"UNCTAD-SoP3",1301737.577,NA,"N.Q.","Consumer goods"
"MDG",2013,"UNCTAD-SoP4",387651.568,NA,"N.Q.","Capital goods"
"MDG",2014,"UNCTAD-SoP1",219493.261,NA,"N.Q.","Raw materials"
"MDG",2014,"UNCTAD-SoP2",1017525.855,NA,"N.Q.","Intermediate goods"
"MDG",2014,"UNCTAD-SoP3",1572883.814,NA,"N.Q.","Consumer goods"
"MDG",2014,"UNCTAD-SoP4",520142.621,NA,"N.Q.","Capital goods"
"MDV",2013,"UNCTAD-SoP1",178919.345,NA,"N.Q.","Raw materials"
"MDV",2013,"UNCTAD-SoP2",204007.868,NA,"N.Q.","Intermediate goods"
"MDV",2013,"UNCTAD-SoP3",1035740.947,NA,"N.Q.","Consumer goods"
"MDV",2013,"UNCTAD-SoP4",299130.486,NA,"N.Q.","Capital goods"
"MDV",2014,"UNCTAD-SoP1",202292.803,NA,"N.Q.","Raw materials"
"MDV",2014,"UNCTAD-SoP2",233927.85,NA,"N.Q.","Intermediate goods"
"MDV",2014,"UNCTAD-SoP3",1190221.11,NA,"N.Q.","Consumer goods"
"MDV",2014,"UNCTAD-SoP4",348994.134,NA,"N.Q.","Capital goods"
"MEX",2013,"UNCTAD-SoP1",19006569.54,NA,"N.Q.","Raw materials"
"MEX",2013,"UNCTAD-SoP2",73902317.499,NA,"N.Q.","Intermediate goods"
"MEX",2013,"UNCTAD-SoP3",104206608.205,NA,"N.Q.","Consumer goods"
"MEX",2013,"UNCTAD-SoP4",171241092.335,NA,"N.Q.","Capital goods"
"MEX",2014,"UNCTAD-SoP1",19582676.179,NA,"N.Q.","Raw materials"
"MEX",2014,"UNCTAD-SoP2",78140109.896,NA,"N.Q.","Intermediate goods"
"MEX",2014,"UNCTAD-SoP3",108677357.183,NA,"N.Q.","Consumer goods"
"MEX",2014,"UNCTAD-SoP4",178132235.266,NA,"N.Q.","Capital goods"
"MKD",2013,"UNCTAD-SoP1",562202.803,NA,"N.Q.","Raw materials"
"MKD",2013,"UNCTAD-SoP2",2495419.228,NA,"N.Q.","Intermediate goods"
"MKD",2013,"UNCTAD-SoP3",2497364.717,NA,"N.Q.","Consumer goods"
"MKD",2013,"UNCTAD-SoP4",964973.683,NA,"N.Q.","Capital goods"
"MKD",2014,"UNCTAD-SoP1",538133.776,NA,"N.Q.","Raw materials"
"MKD",2014,"UNCTAD-SoP2",2916247.4,NA,"N.Q.","Intermediate goods"
"MKD",2014,"UNCTAD-SoP3",2649454.487,NA,"N.Q.","Consumer goods"
"MKD",2014,"UNCTAD-SoP4",1095813.864,NA,"N.Q.","Capital goods"
"MLT",2013,"UNCTAD-SoP1",284350.947,NA,"N.Q.","Raw materials"
"MLT",2013,"UNCTAD-SoP2",742357.657,NA,"N.Q.","Intermediate goods"
"MLT",2013,"UNCTAD-SoP3",4991130.428,NA,"N.Q.","Consumer goods"
"MLT",2013,"UNCTAD-SoP4",1470638.198,NA,"N.Q.","Capital goods"
"MLT",2014,"UNCTAD-SoP1",268225.225,NA,"N.Q.","Raw materials"
"MLT",2014,"UNCTAD-SoP2",816032.41,NA,"N.Q.","Intermediate goods"
"MLT",2014,"UNCTAD-SoP3",5728931.452,NA,"N.Q.","Consumer goods"
"MLT",2014,"UNCTAD-SoP4",1598850.961,NA,"N.Q.","Capital goods"
"MNG",2013,"UNCTAD-SoP1",102771.26,NA,"N.Q.","Raw materials"
"MNG",2013,"UNCTAD-SoP2",1006719.665,NA,"N.Q.","Intermediate goods"
"MNG",2013,"UNCTAD-SoP3",3185250.291,NA,"N.Q.","Consumer goods"
"MNG",2013,"UNCTAD-SoP4",2003795.646,NA,"N.Q.","Capital goods"
"MNG",2014,"UNCTAD-SoP1",61095.218,NA,"N.Q.","Raw materials"
"MNG",2014,"UNCTAD-SoP2",968129.851,NA,"N.Q.","Intermediate goods"
"MNG",2014,"UNCTAD-SoP3",2766834.18,NA,"N.Q.","Consumer goods"
"MNG",2014,"UNCTAD-SoP4",1278232.672,NA,"N.Q.","Capital goods"
"MNT",2013,"UNCTAD-SoP1",241982.641,NA,"N.Q.","Raw materials"
"MNT",2013,"UNCTAD-SoP2",418739.205,NA,"N.Q.","Intermediate goods"
"MNT",2013,"UNCTAD-SoP3",1320923.223,NA,"N.Q.","Consumer goods"
"MNT",2013,"UNCTAD-SoP4",341305.598,NA,"N.Q.","Capital goods"
"MNT",2014,"UNCTAD-SoP1",274211.222,NA,"N.Q.","Raw materials"
"MNT",2014,"UNCTAD-SoP2",396170.924,NA,"N.Q.","Intermediate goods"
"MNT",2014,"UNCTAD-SoP3",1338616.557,NA,"N.Q.","Consumer goods"
"MNT",2014,"UNCTAD-SoP4",330573.243,NA,"N.Q.","Capital goods"
"MOZ",2013,"UNCTAD-SoP1",421204.52,NA,"N.Q.","Raw materials"
"MOZ",2013,"UNCTAD-SoP2",2048141.682,NA,"N.Q.","Intermediate goods"
"MOZ",2013,"UNCTAD-SoP3",4457606.016,NA,"N.Q.","Consumer goods"
"MOZ",2013,"UNCTAD-SoP4",3122142.624,NA,"N.Q.","Capital goods"
"MOZ",2014,"UNCTAD-SoP1",451784.02,NA,"N.Q.","Raw materials"
"MOZ",2014,"UNCTAD-SoP2",2234208.35,NA,"N.Q.","Intermediate goods"
"MOZ",2014,"UNCTAD-SoP3",3387652.837,NA,"N.Q.","Consumer goods"
"MOZ",2014,"UNCTAD-SoP4",2615689.002,NA,"N.Q.","Capital goods"
"MRT",2013,"UNCTAD-SoP1",181467.676,NA,"N.Q.","Raw materials"
"MRT",2013,"UNCTAD-SoP2",423104.612,NA,"N.Q.","Intermediate goods"
"MRT",2013,"UNCTAD-SoP3",1341229.253,NA,"N.Q.","Consumer goods"
"MRT",2013,"UNCTAD-SoP4",2018696.802,NA,"N.Q.","Capital goods"
"MRT",2014,"UNCTAD-SoP1",180123.737,NA,"N.Q.","Raw materials"
"MRT",2014,"UNCTAD-SoP2",472835.758,NA,"N.Q.","Intermediate goods"
"MRT",2014,"UNCTAD-SoP3",1386629.518,NA,"N.Q.","Consumer goods"
"MRT",2014,"UNCTAD-SoP4",1592000.301,NA,"N.Q.","Capital goods"
"MSR",2013,"UNCTAD-SoP1",2113.764,NA,"N.Q.","Raw materials"
"MSR",2013,"UNCTAD-SoP2",4851.32,NA,"N.Q.","Intermediate goods"
"MSR",2013,"UNCTAD-SoP3",26801.709,NA,"N.Q.","Consumer goods"
"MSR",2013,"UNCTAD-SoP4",7688.505,NA,"N.Q.","Capital goods"
"MSR",2014,"UNCTAD-SoP1",1973.697,NA,"N.Q.","Raw materials"
"MSR",2014,"UNCTAD-SoP2",4983.742,NA,"N.Q.","Intermediate goods"
"MSR",2014,"UNCTAD-SoP3",27993.092,NA,"N.Q.","Consumer goods"
"MSR",2014,"UNCTAD-SoP4",6520.877,NA,"N.Q.","Capital goods"
"MUS",2013,"UNCTAD-SoP1",819944.616,NA,"N.Q.","Raw materials"
"MUS",2013,"UNCTAD-SoP2",1060617.658,NA,"N.Q.","Intermediate goods"
"MUS",2013,"UNCTAD-SoP3",2617806.587,NA,"N.Q.","Consumer goods"
"MUS",2013,"UNCTAD-SoP4",836347.95,NA,"N.Q.","Capital goods"
"MUS",2014,"UNCTAD-SoP1",793268.342,NA,"N.Q.","Raw materials"
"MUS",2014,"UNCTAD-SoP2",1045867.008,NA,"N.Q.","Intermediate goods"
"MUS",2014,"UNCTAD-SoP3",2579339.849,NA,"N.Q.","Consumer goods"
"MUS",2014,"UNCTAD-SoP4",1123393.537,NA,"N.Q.","Capital goods"
"MWI",2013,"UNCTAD-SoP1",234158.206,NA,"N.Q.","Raw materials"
"MWI",2013,"UNCTAD-SoP2",927934.066,NA,"N.Q.","Intermediate goods"
"MWI",2013,"UNCTAD-SoP3",1156012.123,NA,"N.Q.","Consumer goods"
"MWI",2013,"UNCTAD-SoP4",511088.1,NA,"N.Q.","Capital goods"
"MWI",2014,"UNCTAD-SoP1",140267.858,NA,"N.Q.","Raw materials"
"MWI",2014,"UNCTAD-SoP2",762427.396,NA,"N.Q.","Intermediate goods"
"MWI",2014,"UNCTAD-SoP3",1213707.578,NA,"N.Q.","Consumer goods"
"MWI",2014,"UNCTAD-SoP4",599542.614,NA,"N.Q.","Capital goods"
"MYS",2013,"UNCTAD-SoP1",20757525.381,NA,"N.Q.","Raw materials"
"MYS",2013,"UNCTAD-SoP2",48412660.754,NA,"N.Q.","Intermediate goods"
"MYS",2013,"UNCTAD-SoP3",49285934.8,54342483,"Area  SM","Consumer goods"
"MYS",2013,"UNCTAD-SoP4",85419546.077,45592293317,"Item","Capital goods"
"MYS",2014,"UNCTAD-SoP1",20238269.245,NA,"N.Q.","Raw materials"
"MYS",2014,"UNCTAD-SoP2",49405155.351,NA,"N.Q.","Intermediate goods"
"MYS",2014,"UNCTAD-SoP3",50932571.987,70132710,"Area  SM","Consumer goods"
"MYS",2014,"UNCTAD-SoP4",86342040.827,59632998339,"Item","Capital goods"
"NAM",2013,"UNCTAD-SoP1",1210912.484,NA,"N.Q.","Raw materials"
"NAM",2013,"UNCTAD-SoP2",949690.781,NA,"N.Q.","Intermediate goods"
"NAM",2013,"UNCTAD-SoP3",3213541.431,NA,"N.Q.","Consumer goods"
"NAM",2013,"UNCTAD-SoP4",2117473.801,NA,"N.Q.","Capital goods"
"NAM",2014,"UNCTAD-SoP1",885292.811,NA,"N.Q.","Raw materials"
"NAM",2014,"UNCTAD-SoP2",1110106.28,NA,"N.Q.","Intermediate goods"
"NAM",2014,"UNCTAD-SoP3",3152809.324,NA,"N.Q.","Consumer goods"
"NAM",2014,"UNCTAD-SoP4",3306121.066,NA,"N.Q.","Capital goods"
"NCL",2013,"UNCTAD-SoP1",234243.669,NA,"N.Q.","Raw materials"
"NCL",2013,"UNCTAD-SoP2",326902.589,NA,"N.Q.","Intermediate goods"
"NCL",2013,"UNCTAD-SoP3",1885917.323,NA,"N.Q.","Consumer goods"
"NCL",2013,"UNCTAD-SoP4",669525.569,NA,"N.Q.","Capital goods"
"NCL",2014,"UNCTAD-SoP1",226768.516,NA,"N.Q.","Raw materials"
"NCL",2014,"UNCTAD-SoP2",331214.192,NA,"N.Q.","Intermediate goods"
"NCL",2014,"UNCTAD-SoP3",1941066.659,NA,"N.Q.","Consumer goods"
"NCL",2014,"UNCTAD-SoP4",744297.769,NA,"N.Q.","Capital goods"
"NER",2013,"UNCTAD-SoP1",64913.673,NA,"N.Q.","Raw materials"
"NER",2013,"UNCTAD-SoP2",409440.027,NA,"N.Q.","Intermediate goods"
"NER",2013,"UNCTAD-SoP3",836271.223,NA,"N.Q.","Consumer goods"
"NER",2013,"UNCTAD-SoP4",393040.127,NA,"N.Q.","Capital goods"
"NER",2014,"UNCTAD-SoP1",63659.865,NA,"N.Q.","Raw materials"
"NER",2014,"UNCTAD-SoP2",590271.525,NA,"N.Q.","Intermediate goods"
"NER",2014,"UNCTAD-SoP3",806566.752,NA,"N.Q.","Consumer goods"
"NER",2014,"UNCTAD-SoP4",683667.605,NA,"N.Q.","Capital goods"
"NGA",2013,"UNCTAD-SoP1",4125400.329,NA,"N.Q.","Raw materials"
"NGA",2013,"UNCTAD-SoP2",11817187.188,NA,"N.Q.","Intermediate goods"
"NGA",2013,"UNCTAD-SoP3",16973007.116,NA,"N.Q.","Consumer goods"
"NGA",2013,"UNCTAD-SoP4",11297253.031,NA,"N.Q.","Capital goods"
"NGA",2014,"UNCTAD-SoP1",3486154.301,NA,"N.Q.","Raw materials"
"NGA",2014,"UNCTAD-SoP2",13104640.425,NA,"N.Q.","Intermediate goods"
"NGA",2014,"UNCTAD-SoP3",15555970.483,NA,"N.Q.","Consumer goods"
"NGA",2014,"UNCTAD-SoP4",13758725.135,NA,"N.Q.","Capital goods"
"NIC",2013,"UNCTAD-SoP1",780850.851,NA,"N.Q.","Raw materials"
"NIC",2013,"UNCTAD-SoP2",991762.797,NA,"N.Q.","Intermediate goods"
"NIC",2013,"UNCTAD-SoP3",2628457.297,NA,"N.Q.","Consumer goods"
"NIC",2013,"UNCTAD-SoP4",1047308.591,NA,"N.Q.","Capital goods"
"NIC",2014,"UNCTAD-SoP1",731824.366,NA,"N.Q.","Raw materials"
"NIC",2014,"UNCTAD-SoP2",1002412.297,NA,"N.Q.","Intermediate goods"
"NIC",2014,"UNCTAD-SoP3",2728700.41,NA,"N.Q.","Consumer goods"
"NIC",2014,"UNCTAD-SoP4",1217374.452,NA,"N.Q.","Capital goods"
"NLD",2013,"UNCTAD-SoP1",91164038.48,NA,"N.Q.","Raw materials"
"NLD",2013,"UNCTAD-SoP2",103525161.883,NA,"N.Q.","Intermediate goods"
"NLD",2013,"UNCTAD-SoP3",176896990.428,NA,"N.Q.","Consumer goods"
"NLD",2013,"UNCTAD-SoP4",129160221.839,NA,"N.Q.","Capital goods"
"NLD",2014,"UNCTAD-SoP1",85107657.22,NA,"N.Q.","Raw materials"
"NLD",2014,"UNCTAD-SoP2",100680496.346,NA,"N.Q.","Intermediate goods"
"NLD",2014,"UNCTAD-SoP3",171150337.441,NA,"N.Q.","Consumer goods"
"NLD",2014,"UNCTAD-SoP4",135220168.723,NA,"N.Q.","Capital goods"
"NOR",2013,"UNCTAD-SoP1",5516215.623,NA,"N.Q.","Raw materials"
"NOR",2013,"UNCTAD-SoP2",17959707.048,NA,"N.Q.","Intermediate goods"
"NOR",2013,"UNCTAD-SoP3",36017291.91,16581077,"Area  SM","Consumer goods"
"NOR",2013,"UNCTAD-SoP4",28385889.076,NA,"N.Q.","Capital goods"
"NOR",2014,"UNCTAD-SoP1",4856295.237,NA,"N.Q.","Raw materials"
"NOR",2014,"UNCTAD-SoP2",18371810.838,NA,"N.Q.","Intermediate goods"
"NOR",2014,"UNCTAD-SoP3",35338183.502,15815480,"Area  SM","Consumer goods"
"NOR",2014,"UNCTAD-SoP4",28759051.075,NA,"N.Q.","Capital goods"
"NPL",2013,"UNCTAD-SoP1",542169.802,NA,"N.Q.","Raw materials"
"NPL",2013,"UNCTAD-SoP2",2713178.378,NA,"N.Q.","Intermediate goods"
"NPL",2013,"UNCTAD-SoP3",2189284.83,NA,"N.Q.","Consumer goods"
"NPL",2013,"UNCTAD-SoP4",911538.107,NA,"N.Q.","Capital goods"
"NPL",2014,"UNCTAD-SoP1",743640.315,NA,"N.Q.","Raw materials"
"NPL",2014,"UNCTAD-SoP2",2622530.841,NA,"N.Q.","Intermediate goods"
"NPL",2014,"UNCTAD-SoP3",2834314.668,NA,"N.Q.","Consumer goods"
"NPL",2014,"UNCTAD-SoP4",1345440.699,NA,"N.Q.","Capital goods"
"NZL",2013,"UNCTAD-SoP1",5776165.008,NA,"N.Q.","Raw materials"
"NZL",2013,"UNCTAD-SoP2",6157914.081,NA,"N.Q.","Intermediate goods"
"NZL",2013,"UNCTAD-SoP3",16506610.302,NA,"N.Q.","Consumer goods"
"NZL",2013,"UNCTAD-SoP4",10293458.648,NA,"N.Q.","Capital goods"
"NZL",2014,"UNCTAD-SoP1",5491119.443,NA,"N.Q.","Raw materials"
"NZL",2014,"UNCTAD-SoP2",6594680.296,NA,"N.Q.","Intermediate goods"
"NZL",2014,"UNCTAD-SoP3",17341636.39,NA,"N.Q.","Consumer goods"
"NZL",2014,"UNCTAD-SoP4",12212147.669,NA,"N.Q.","Capital goods"
"OAS",2013,"UNCTAD-SoP1",53393514.319,NA,"N.Q.","Raw materials"
"OAS",2013,"UNCTAD-SoP2",61926430.512,NA,"N.Q.","Intermediate goods"
"OAS",2013,"UNCTAD-SoP3",55773691.456,NA,"N.Q.","Consumer goods"
"OAS",2013,"UNCTAD-SoP4",89792500.704,NA,"N.Q.","Capital goods"
"OAS",2014,"UNCTAD-SoP1",53456097.36,NA,"N.Q.","Raw materials"
"OAS",2014,"UNCTAD-SoP2",62871826.632,NA,"N.Q.","Intermediate goods"
"OAS",2014,"UNCTAD-SoP3",56978071.139,NA,"N.Q.","Consumer goods"
"OAS",2014,"UNCTAD-SoP4",94506861.031,NA,"N.Q.","Capital goods"
"OMN",2013,"UNCTAD-SoP1",2739159.038,NA,"N.Q.","Raw materials"
"OMN",2013,"UNCTAD-SoP2",7358209.431,NA,"N.Q.","Intermediate goods"
"OMN",2013,"UNCTAD-SoP3",16637390.555,NA,"N.Q.","Consumer goods"
"OMN",2013,"UNCTAD-SoP4",7422649.483,NA,"N.Q.","Capital goods"
"OMN",2014,"UNCTAD-SoP1",2685874.536,NA,"N.Q.","Raw materials"
"OMN",2014,"UNCTAD-SoP2",7006230.531,NA,"N.Q.","Intermediate goods"
"OMN",2014,"UNCTAD-SoP3",12273036.439,NA,"N.Q.","Consumer goods"
"OMN",2014,"UNCTAD-SoP4",7134259.352,NA,"N.Q.","Capital goods"
"PAK",2013,"UNCTAD-SoP1",8809159.781,NA,"N.Q.","Raw materials"
"PAK",2013,"UNCTAD-SoP2",12628308.658,NA,"N.Q.","Intermediate goods"
"PAK",2013,"UNCTAD-SoP3",15808841.659,NA,"N.Q.","Consumer goods"
"PAK",2013,"UNCTAD-SoP4",6432120.604,NA,"N.Q.","Capital goods"
"PAK",2014,"UNCTAD-SoP1",9629101.05,NA,"N.Q.","Raw materials"
"PAK",2014,"UNCTAD-SoP2",13765615.99,NA,"N.Q.","Intermediate goods"
"PAK",2014,"UNCTAD-SoP3",15734510.769,NA,"N.Q.","Consumer goods"
"PAK",2014,"UNCTAD-SoP4",8141556.606,NA,"N.Q.","Capital goods"
"PAN",2013,"UNCTAD-SoP1",373504.602,NA,"N.Q.","Raw materials"
"PAN",2013,"UNCTAD-SoP2",1759640.992,NA,"N.Q.","Intermediate goods"
"PAN",2013,"UNCTAD-SoP3",5521518.433,NA,"N.Q.","Consumer goods"
"PAN",2013,"UNCTAD-SoP4",2929078.047,NA,"N.Q.","Capital goods"
"PAN",2014,"UNCTAD-SoP1",414238.919,NA,"N.Q.","Raw materials"
"PAN",2014,"UNCTAD-SoP2",2097945.041,NA,"N.Q.","Intermediate goods"
"PAN",2014,"UNCTAD-SoP3",8009039.765,NA,"N.Q.","Consumer goods"
"PAN",2014,"UNCTAD-SoP4",2806973.001,NA,"N.Q.","Capital goods"
"PER",2013,"UNCTAD-SoP1",5738998.578,NA,"N.Q.","Raw materials"
"PER",2013,"UNCTAD-SoP2",10425359.75,NA,"N.Q.","Intermediate goods"
"PER",2013,"UNCTAD-SoP3",13137333.87,NA,"N.Q.","Consumer goods"
"PER",2013,"UNCTAD-SoP4",13213446.628,627927032,"Item","Capital goods"
"PER",2014,"UNCTAD-SoP1",5487493.986,NA,"N.Q.","Raw materials"
"PER",2014,"UNCTAD-SoP2",10518100.224,NA,"N.Q.","Intermediate goods"
"PER",2014,"UNCTAD-SoP3",12849952.595,NA,"N.Q.","Consumer goods"
"PER",2014,"UNCTAD-SoP4",12514239.726,579707557,"Item","Capital goods"
"PHL",2013,"UNCTAD-SoP1",11457177.189,NA,"N.Q.","Raw materials"
"PHL",2013,"UNCTAD-SoP2",12871814.864,NA,"N.Q.","Intermediate goods"
"PHL",2013,"UNCTAD-SoP3",15630550.125,NA,"N.Q.","Consumer goods"
"PHL",2013,"UNCTAD-SoP4",25387498.273,NA,"N.Q.","Capital goods"
"PHL",2014,"UNCTAD-SoP1",10478376,NA,"N.Q.","Raw materials"
"PHL",2014,"UNCTAD-SoP2",14820997.548,NA,"N.Q.","Intermediate goods"
"PHL",2014,"UNCTAD-SoP3",17400281.811,NA,"N.Q.","Consumer goods"
"PHL",2014,"UNCTAD-SoP4",24629789.398,NA,"N.Q.","Capital goods"
"PLW",2013,"UNCTAD-SoP1",9144.172,NA,"N.Q.","Raw materials"
"PLW",2013,"UNCTAD-SoP2",11866.949,NA,"N.Q.","Intermediate goods"
"PLW",2013,"UNCTAD-SoP3",112247.973,NA,"N.Q.","Consumer goods"
"PLW",2013,"UNCTAD-SoP4",33674.457,NA,"N.Q.","Capital goods"
"PLW",2014,"UNCTAD-SoP1",10171.167,NA,"N.Q.","Raw materials"
"PLW",2014,"UNCTAD-SoP2",14095.346,NA,"N.Q.","Intermediate goods"
"PLW",2014,"UNCTAD-SoP3",107059.563,NA,"N.Q.","Consumer goods"
"PLW",2014,"UNCTAD-SoP4",30673.471,NA,"N.Q.","Capital goods"
"POL",2013,"UNCTAD-SoP1",31835932.3,NA,"N.Q.","Raw materials"
"POL",2013,"UNCTAD-SoP2",48967069.869,NA,"N.Q.","Intermediate goods"
"POL",2013,"UNCTAD-SoP3",55504604.911,NA,"N.Q.","Consumer goods"
"POL",2013,"UNCTAD-SoP4",61356328.278,NA,"N.Q.","Capital goods"
"POL",2014,"UNCTAD-SoP1",31161271.137,NA,"N.Q.","Raw materials"
"POL",2014,"UNCTAD-SoP2",53043637.637,NA,"N.Q.","Intermediate goods"
"POL",2014,"UNCTAD-SoP3",60919478.755,NA,"N.Q.","Consumer goods"
"POL",2014,"UNCTAD-SoP4",64797565.518,NA,"N.Q.","Capital goods"
"PRT",2013,"UNCTAD-SoP1",17216745.051,NA,"N.Q.","Raw materials"
"PRT",2013,"UNCTAD-SoP2",17785618.089,NA,"N.Q.","Intermediate goods"
"PRT",2013,"UNCTAD-SoP3",25275493.706,NA,"N.Q.","Consumer goods"
"PRT",2013,"UNCTAD-SoP4",14787744.126,NA,"N.Q.","Capital goods"
"PRT",2014,"UNCTAD-SoP1",15995767.184,NA,"N.Q.","Raw materials"
"PRT",2014,"UNCTAD-SoP2",18176049.526,NA,"N.Q.","Intermediate goods"
"PRT",2014,"UNCTAD-SoP3",27433521.178,NA,"N.Q.","Consumer goods"
