"CountryCode","Period","ProductCode","TradeValue","Quantity","QuantityUnit","ProductDescription"
"DZA",2014,3330,24376910.35,29609629849,"Kg","Crude petroleum"
"DZA",2014,3346,12085698.82,15784120321,"Kg","Petroleum oils & oils obtained from"
"DZA",2014,3432,10895012.71,16289834101,"Kg","Natural gas, in the gaseous state"
"DZA",2014,3431,7345999.994,12980850552,"Kg","Natural gas, liquefied"
"DZA",2014,3421,3469060.134,4353190611,"Kg","Propane, liquefied"
"DZA",2014,3425,2434207.094,2853232486,"Kg","Butanes, liquefied"
"DZA",2014,3352,943655.05,656542190,"Kg","Mineral tars and products of their "
"DZA",2014,5226,570893.605,1093532248,"Kg","Other inorganic bases and metal oxi"
"DZA",2014,5621,294006.694,841008342,"Kg","Mineral or chemical fertilizers, ni"
"DZA",2014,612,229383.582,476486522,"Kg","Other beet or cane sugar and chemic"
"DZA",2014,5112,124412.307,115090259,"Kg","Cyclic hydrocarbons"
"DZA",2014,2723,96482.915,1334060280,"Kg","Natural calcium phosphates, natural"
"DZA",2014,5121,47594.036,111751170,"Kg","Acyclic monohydric alcohols"
"DZA",2014,5222,47460.259,NA,"N.Q.","Other chemical elements"
"DZA",2014,579,39020.212,26016957,"Kg","Fruit, fresh or dried, n.e.s."
"DZA",2014,3510,25008.787,420419,"1000 KW/H","Electric current"
"DZA",2014,1110,15514.25,25989388,"Liter","Non-alcoholic beverages, n.e.s."
"DZA",2014,6114,13427.526,5571095,"Kg","Tanned or crust hides and skins of "
"DZA",2014,6115,12816.396,1309607,"Kg","Sheep- or lambskin leather, without"
"DZA",2014,6644,11867.991,2485639,"Area  SM","Float glass and surface ground or p"
"DZA",2014,6633,8919.43,58737505,"Kg","Manufactures of mineral materials, "
"DZA",2014,2511,8617.615,150541567,"Kg","Recovered (waste and scrap) paper o"
"DZA",2014,6712,7811.432,20600000,"Kg","Pig-iron and spiegeleisen, in pigs,"
"DZA",2014,724,7727.392,1381000,"Kg","Cocoa butter, fat/oil"
"DZA",2014,989,6462.619,8829195,"Kg","Food preparations, n.e.s."
"DZA",2014,6647,6260.956,13714723,"Kg","Safety glass, consisting of toughen"
"DZA",2014,548,6081.431,7194466,"Kg","Vegetable products, roots and tuber"
"DZA",2014,6861,6031.827,2978970,"Kg","Zinc and zinc alloys, unwrought"
"DZA",2014,5114,5911.024,3355000,"Kg","Sulphonated, nitrated/nitrosated de"
"DZA",2014,3347,5445.413,13058722,"Kg","Waste oils"
"DZA",2014,223,3835.384,2981617,"Kg","Yogurt; buttermilk, curdled, fermen"
"DZA",2014,7239,3118.548,93495,"Kg","Parts, n.e.s., of the machinery of "
"DZA",2014,2881,2674.198,4049415,"Kg","Slag, ash & residues (other than fr"
"DZA",2014,363,2639.543,1153192,"Kg","Molluscs and aquatic invertebrates,"
"DZA",2014,545,2586.985,3195780,"Kg","Other fresh or chilled vegetables"
"DZA",2014,6429,2461.594,2113336,"Kg","Articles of paper pulp, paper, pape"
"DZA",2014,7731,2414.372,690645,"Kg","Insulated (including enamelled or a"
"DZA",2014,8931,2397.188,989907,"Kg","Articles for the conveyance or pack"
"DZA",2014,6795,2233.027,162621,"Kg","Tube or pipe fittings (e.g., coupli"
"DZA",2014,7929,2194.288,1690,"Kg","Parts, n.e.s. (not including tyres,"
"DZA",2014,6331,2148.676,258392,"Kg","Articles of natural cork"
"DZA",2014,362,2127.105,160564,"Kg","Crustaceans, other than frozen, inc"
"DZA",2014,6116,1927.199,595278,"Kg","Goat- or kidskin leather, without h"
"DZA",2014,6421,1851.823,1831962,"Kg","Cartons, boxes, cases, bags and oth"
"DZA",2014,6332,1749.562,773204,"Kg","Agglomerated cork (with or without "
"DZA",2014,5429,1720.792,52437,"Kg","Medicaments, n.e.s."
"DZA",2014,2440,1572.561,1729821,"Kg","Cork, natural, raw and waste (inclu"
"DZA",2014,615,1383.61,7100000,"Kg","Molasses resulting from the extract"
"DZA",2014,6735,1265.209,2785000,"Kg","Flat-rolled products of iron or non"
"DZA",2014,5335,1244.293,1535983,"Kg","Colouring preparations of a kind us"
"DZA",2014,341,1234.748,268476,"Kg","Fish, fresh (live or dead) or chill"
"DZA",2014,599,1155.324,2230877,"Kg","Juice of any single fruit (other th"
"DZA",2014,2783,1140.842,22625205,"Kg","Sodium chloride, pure, & common sal"
"DZA",2014,6612,1128.957,15786404,"Kg","Portland cement, aluminous cement, "
"DZA",2014,6791,1086.735,94328,"Kg","Tubes, pipes and hollow profiles, s"
"DZA",2014,6741,1072.072,1953694,"Kg","Flat-rolled products of iron or non"
"DZA",2014,6726,1047.966,2338320,"Kg","Semi-finished products of iron or n"
"DZA",2014,1121,969.029,268548,"Liter","Wine of fresh grapes (including for"
"DZA",2014,8741,925.609,NA,"N.Q.","Compasses; other navigational instr"
"DZA",2014,5799,918.981,2984515,"Kg","Waste, parings & scrap of other pla"
"DZA",2014,483,783.888,1136229,"Kg","Macaroni, spaghetti & similar produ"
"DZA",2014,129,746.391,269809,"Kg","Meat and edible meat offal, fresh, "
"DZA",2014,361,722.762,57508,"Kg","Crustaceans, frozen"
"DZA",2014,5237,710.73,376620,"Kg","Carbonates; peroxocarbonates (perca"
"DZA",2014,6956,674.679,9925,"Kg","Knives and cutting blades, for mach"
"DZA",2014,7641,663.361,NA,"N.Q.","Telephone sets, including telephone"
"DZA",2014,462,657.246,1000300,"Kg","Groats, meal & pellets, of wheat"
"DZA",2014,7742,589.035,NA,"N.Q.","Apparatus based on the use of X-ray"
"DZA",2014,2690,556.917,173138,"Kg","Worn clothing and other worn textil"
"DZA",2014,6651,554.034,966531,"Kg","Containers, of glass, of a kind use"
"DZA",2014,6732,519.569,1250000,"Kg","Flat-rolled products of iron or non"
"DZA",2014,6911,504.783,372094,"Kg","Structures (excluding prefabricated"
"DZA",2014,7436,483.773,NA,"N.Q.","Filtering or purifying machinery an"
"DZA",2014,6624,465.695,NA,"N.Q.","Non-refractory ceramic bricks, tile"
"DZA",2014,5812,413.059,222238,"Kg","Tubes, pipes & hoses, rigid"
"DZA",2014,6549,412.198,116123,"Kg","Fabrics, woven, n.e.s."
"DZA",2014,8746,410.575,NA,"N.Q.","Automatic regulating or controlling"
"DZA",2014,7478,395.886,14697,"Kg","Taps, cocks, valves & similar appli"
"DZA",2014,5989,365.042,75092,"Kg","Chemical products and preparations,"
"DZA",2014,8921,335.299,36099,"Kg","Books, pamphlets, maps and globes, "
"DZA",2014,6419,330.123,331837,"Kg","Converted paper and paperboard, n.e"
"DZA",2014,371,323.303,69981,"Kg","Fish, prepared or preserved, n.e.s."
"DZA",2014,7821,312.153,10,"Item","Motor vehicles for the transport of"
"DZA",2014,8512,294.14,11745,"Pair","Sports footwear"
"DZA",2014,591,288.599,596637,"Kg","Orange juice"
"DZA",2014,7479,280.519,3493,"Kg","Parts for the appliances of group 7"
"DZA",2014,6794,277.784,34318,"Kg","Other tubes, pipes and hollow profi"
"DZA",2014,5169,262.463,41769,"Kg","Organic chemicals, n.e.s."
"DZA",2014,5986,258.687,1463,"Kg","Organic chemical products, n.e.s."
"DZA",2014,2731,256.01,1557922,"Kg","Building or monumental (dimension) "
"DZA",2014,5791,254.703,783480,"Kg","Waste, parings & scrap of polymers "
"DZA",2014,6648,253.412,606602,"Kg","Glass mirrors, whether or not frame"
"DZA",2014,5535,250.704,52885,"Kg","Pre-shave, shaving or aftershave pr"
"DZA",2014,6842,244.496,28510,"Kg","Aluminium and aluminium alloys, wor"
"DZA",2014,123,237.414,1817998,"Kg","Meat and edible offal of the poultr"
"DZA",2014,7781,236.998,NA,"N.Q.","Batteries and electric accumulators"
"DZA",2014,7725,230.462,27456,"Kg","Electrical apparatus for switching "
"DZA",2014,6996,230.065,24975,"Kg","Articles of iron or steel, n.e.s."
"DZA",2014,7189,228.34,NA,"N.Q.","Engines and motors, n.e.s. (e.g., w"
"DZA",2014,541,222.042,644086,"Kg","Potatoes, fresh/chilled (not includ"
"DZA",2014,5913,211.023,1940,"Kg","Herbicides, anti-sprouting products"
"DZA",2014,6299,209.295,9970,"Kg","Hard rubber; articles of hardened r"
"DZA",2014,7863,202.654,NA,"N.Q.","Containers (including containers fo"
"DZA",2014,7415,199.862,NA,"N.Q.","Air-conditioning machines comprisin"
"DZA",2014,221,193.423,213385,"Kg","Milk (including skimmed milk) and c"
"DZA",2014,7918,190.911,NA,"N.Q.","Railway or tramway freight and main"
"DZA",2014,5817,189.133,7195,"Kg","Fittings for tubes, pipes & hoses ("
"DZA",2014,8722,188.735,NA,"N.Q.","Instruments and appliances used in "
"DZA",2014,7726,186.3,6809,"Kg","Boards, panels (including numerical"
"DZA",2014,5988,178.972,41500,"Kg","Catalysts and catalytic preparation"
"DZA",2014,7165,177.035,NA,"N.Q.","Generating sets"
"DZA",2014,1211,175.725,40800,"Kg","Tobacco, not stemmed/stripped"
"DZA",2014,8984,173.7,NA,"N.Q.","Discs, tapes, solid-state non-volat"
"DZA",2014,2687,171.2,516000,"Kg","Wool and fine or coarse animal hair"
"DZA",2014,577,163.658,105799,"Kg","Edible nuts (excluding nuts chiefly"
"DZA",2014,4311,162.506,220000,"Kg","Fats & oils & their fractions, anim"
"DZA",2014,5225,160.594,80000,"Kg","Oxides of zinc, chromium, manganese"
"DZA",2014,6793,158.632,1260,"Kg","Other tubes and pipes (e.g., welded"
"DZA",2014,5919,150.509,30000,"Kg","Other products of group 591, put up"
"DZA",2014,5542,143.793,48686,"Kg","Organic surface-active agents (othe"
"DZA",2014,813,142.822,2900000,"Kg","Oil-cake and other solid residues ("
"DZA",2014,6942,131.232,18072,"Kg","Screws, bolts, nuts, coach screws, "
"DZA",2014,7234,130.896,NA,"N.Q.","Construction and mining machinery, "
"DZA",2014,8742,128.053,NA,"N.Q.","Drawing, marking-out or mathematica"
"DZA",2014,566,125.368,21798,"Kg","Vegetables prepared or preserved ot"
"DZA",2014,7649,122.941,130,"Kg","Parts and accessories suitable for "
"DZA",2014,7787,121.811,NA,"N.Q.","Electrical machines and apparatus, "
"DZA",2014,2681,121.208,94000,"Kg","Wool, greasy (including fleece-wash"
"DZA",2014,8139,120.169,138260,"Kg","Parts, n.e.s., of the goods of subg"
"DZA",2014,484,118.431,96564,"Kg","Bread, pastry, cakes, biscuits and "
"DZA",2014,7469,116.771,189,"Kg","Parts of ball- and roller bearings"
"DZA",2014,6995,112.512,24055,"Kg","Miscellaneous articles of base meta"
"DZA",2014,5534,109.256,11286,"Kg","Preparations for oral/dental hygien"
"DZA",2014,2732,108.72,706382,"Kg","Gypsum, plasters, limestone flux, l"
"DZA",2014,8743,108.675,NA,"N.Q.","Instruments and apparatus for measu"
"DZA",2014,5999,107.779,126520,"Kg","Other wastes from chemical/allied i"
"DZA",2014,4215,107.403,71099,"Kg","Sunflower seed or safflower oil and"
"DZA",2014,8939,107.062,26033,"Kg","Articles of plastics, n.e.s."
"DZA",2014,7284,105.011,NA,"N.Q.","Machinery and mechanical appliances"
"DZA",2014,5157,101.797,646,"Kg","Other heterocyclic compounds; nucle"
"DZA",2014,5419,89.133,7744,"Kg","Pharmaceutical goods, other than me"
"DZA",2014,8928,86.393,5840,"Kg","Printed matter, n.e.s."
"DZA",2014,6652,83.212,156231,"Kg","Glassware of a kind used for table,"
"DZA",2014,7782,82.208,NA,"N.Q.","Electric filament or discharge lamp"
"DZA",2014,7492,80.803,1032,"Kg","Gaskets & similar joints of metal s"
"DZA",2014,5821,80.692,18882,"Kg","Plates, sheets, film, foil, tape, s"
"DZA",2014,7522,78.094,180,"Item","Portable automatic data processing "
"DZA",2014,7711,74.19,16,"Item","Transformers, electrical"
"DZA",2014,547,71.556,32395,"Kg","Vegetables provisionally preserved "
"DZA",2014,5416,68.681,8214,"Kg","Glycosides; glands or other organs "
"DZA",2014,7853,66.897,14483,"Kg","Invalid carriages, whether or not m"
"DZA",2014,7272,66.747,NA,"N.Q.","Other food-processing machinery and"
"DZA",2014,5822,66.313,28195,"Kg","Other plates, sheets, film, foil an"
"DZA",2014,8217,63.199,51350,"Kg","Furniture, n.e.s., of other materia"
"DZA",2014,7427,60.169,NA,"N.Q.","Pumps for liquids, n.e.s., and liqu"
"DZA",2014,5911,56.909,18084,"Kg","Insecticides put up in forms/packin"
"DZA",2014,4214,56.738,31833,"Kg","Olive oil and other oil obtained fr"
"DZA",2014,8312,55.913,NA,"N.Q.","Trunks, suitcases, vanity cases, ex"
"DZA",2014,7529,55.875,NA,"N.Q.","Data processing equipment, n.e.s."
"DZA",2014,7599,55.707,164,"Kg","Parts and accessories (other than c"
"DZA",2014,8122,55.414,1826,"Item","Ceramic sinks, wash-basins, wash-ba"
"DZA",2014,7485,54.178,NA,"N.Q.","Flywheels & pulleys (including pull"
"DZA",2014,8922,54.085,12776,"Kg","Newspapers, journals and periodical"
"DZA",2014,910,49.935,36197,"Kg","Margarine; edible mixtures or prepa"
"DZA",2014,6768,48.972,42455,"Kg","Angles, shapes and sections (exclud"
"DZA",2014,1223,47.516,1413,"Kg","Other manufactured tobacco (includi"
"DZA",2014,6414,45.046,36225,"Kg","Kraft paper and paperboard, uncoate"
"DZA",2014,7285,44.732,511,"Kg","Parts, n.e.s., of the machines and "
"DZA",2014,242,43.358,12526,"Kg","Processed cheese, not grated/powder"
"DZA",2014,8745,42.124,NA,"N.Q.","Measuring, controlling and scientif"
"DZA",2014,6416,41.936,44257,"Kg","Paper and paperboard, corrugated, c"
"DZA",2014,6935,41.127,33000,"Kg","Cloth (including endless bands), gr"
"DZA",2014,7519,39.844,NA,"N.Q.","Other office machines (e.g., hectog"
"DZA",2014,7439,39.227,268,"Kg","Parts of the machines and apparatus"
"DZA",2014,6618,36.543,159285,"Kg","Construction materials of asbestos-"
"DZA",2014,7472,35.019,204,"Kg","Valves for oleohydraulic/pneumatic "
"DZA",2014,7429,34.964,1374,"Kg","Parts of the pumps and liquid eleva"
"DZA",2014,7456,33.489,NA,"N.Q.","Mechanical appliances (whether or n"
"DZA",2014,5541,32.87,31057,"Kg","Soap; organic surface-active produc"
"DZA",2014,984,32.776,NA,"N.Q.","Sauces and preparations therefore; "
"DZA",2014,7359,32.766,37410,"Kg","Parts, n.e.s., and accessories suit"
"DZA",2014,8442,32.27,3799,"Item","Suits, ensembles, jackets, blazers,"
"DZA",2014,7764,30.452,NA,"N.Q.","Electronic integrated circuits"
"DZA",2014,8719,29.919,10,"Kg","Liquid crystal devices, n.e.s.; las"
"DZA",2014,481,25.739,10385,"Kg","Cereal grains, worked or prepared i"
"DZA",2014,6954,25.419,296,"Kg","Hand tools (including glaziers' dia"
"DZA",2014,8747,25.394,NA,"N.Q.","Oscilloscopes, spectrum analyzers a"
"DZA",2014,7783,24.66,NA,"N.Q.","Electrical equipment, n.e.s., for i"
"DZA",2014,4217,23.473,6129,"Kg","Rape, colza or mustard oil and frac"
"DZA",2014,7843,22.322,1343,"Kg","Other parts and accessories of the "
"DZA",2014,581,22.308,22066,"Kg","Jams, fruit jellies, marmalades, fr"
"DZA",2014,567,22.268,19181,"Kg","Vegetables, prepared or preserved, "
"DZA",2014,2482,21.989,88,"m�","Wood of coniferous species, sawn/ch"
"DZA",2014,4229,21.67,1824,"Kg","Other fixed vegetable fats, crude, "
"DZA",2014,6994,21.648,1901,"Kg","Springs & leaves for springs, of ir"
"DZA",2014,589,21.417,51639,"Kg","Fruit, nuts and other edible parts "
"DZA",2014,412,20.848,17368,"Kg","Other wheat (including spelt) & mes"
"DZA",2014,15,20.466,NA,"N.Q.","Horses, asses, mules & hinnies, liv"
"DZA",2014,5163,20.407,144,"Kg","Esters of inorganic acids of non-me"
"DZA",2014,6649,19.84,13462,"Kg","Glass, n.e.s."
"DZA",2014,6997,19.2,1846,"Kg","Articles, n.e.s., of copper, nickel"
"DZA",2014,6924,18.705,5928,"Kg","Tanks, casks, drums, cans, boxes an"
"DZA",2014,6953,18.012,286,"Kg","Spanners & wrenches, hand-operated "
"DZA",2014,7788,17.847,NA,"N.Q.","Electrical machinery and equipment,"
"DZA",2014,7468,17.745,NA,"N.Q.","Other ball-/roller bearings (includ"
"DZA",2014,6943,17.599,618,"Kg","Nails, tacks, drawing-pins, staples"
"DZA",2014,619,17.53,25533,"Kg","Other sugars (including chemically "
"DZA",2014,7139,15.988,366,"Kg","Parts, n.e.s, for the internal comb"
"DZA",2014,2789,15.961,23046,"Kg","Minerals, crude, n.e.s."
"DZA",2014,5533,15.734,5860,"Kg","Preparations for use on the hair"
"DZA",2014,7452,15.381,7,"Kg","Dishwashing machines (other than ho"
"DZA",2014,7638,14.883,NA,"N.Q.","Video-recording or reproducing appa"
"DZA",2014,593,14.796,32883,"Kg","Juice of any other single citrus fr"
"DZA",2014,2924,14.147,2946,"Kg","Plants and parts of plants (includi"
"DZA",2014,7451,13.541,NA,"N.Q.","Tools for working in the hand, pneu"
"DZA",2014,6639,12.548,156,"Kg","Articles of ceramic materials, n.e."
"DZA",2014,713,12.507,4783,"Kg","Extracts, essences and concentrates"
"DZA",2014,6613,12.498,12181,"Kg","Monumental or building stone, worke"
"DZA",2014,5514,12.259,5393,"Kg","Mixtures of odoriferous substances "
"DZA",2014,2734,11.998,9190,"Kg","Pebbles, gravel, broken/crushed sto"
"DZA",2014,8213,11.97,600,"Kg","Furniture, n.e.s., of metal"
"DZA",2014,4312,11.747,15882,"Kg","Animal or vegetable fats and oils a"
"DZA",2014,6417,11.689,16093,"Kg","Paper, paperboard, cellulose waddin"
"DZA",2014,7438,11.673,2960,"Kg","Parts for the pumps, compressors, f"
"DZA",2014,6584,11.595,444,"Kg","Bed linen, table linen, toilet line"
"DZA",2014,5251,11.517,51,"Kg","Radioactive chemical elements and r"
"DZA",2014,6583,11.392,4057,"Kg","Blankets and travelling-rugs (other"
"DZA",2014,7453,11.034,NA,"N.Q.","Weighing machinery (excluding balan"
"DZA",2014,411,10.784,10012,"Kg","Durum wheat, unmilled"
"DZA",2014,2926,10.322,1256,"Kg","Bulbs, tubers and rhizomes of flowe"
"DZA",2014,7481,10.312,NA,"N.Q.","Transmission shafts (including cams"
"DZA",2014,249,10.162,2595,"Kg","Other cheese; curd"
"DZA",2014,2462,10.036,1071,"Kg","Sawdust & wood waste & scrap, wheth"
"DZA",2014,8458,10.006,1006,"Kg","Other garments, not knitted or croc"
"DZA",2014,6931,9.677,340,"Kg","Stranded wire, ropes, cables, plait"
"DZA",2014,6921,9.431,8105,"Kg","Reservoirs, tanks, vats and similar"
"DZA",2014,8932,9.377,1764,"Kg","Builders' ware of plastics"
"DZA",2014,5148,9.333,1764,"Kg","Other nitrogen-function compounds"
"DZA",2014,6359,9.206,1221,"Kg","Manufactured articles of wood, n.e."
"DZA",2014,8482,9.016,2592,"Kg","Articles of apparel and clothing ac"
"DZA",2014,6214,8.773,86,"Kg","Tubes, pipes and hoses, of unharden"
"DZA",2014,985,8.71,1236,"Kg","Soups & broths & preparations there"
"DZA",2014,7425,8.708,NA,"N.Q.","Rotary positive displacement pumps,"
"DZA",2014,5531,8.165,1250,"Kg","Perfumes & toilet waters"
"DZA",2014,8517,8.157,447,"Pair","Footwear, n.e.s."
"DZA",2014,7414,8.025,NA,"N.Q.","Refrigerators, freezers and other r"
"DZA",2014,7616,7.845,NA,"N.Q.","Reception apparatus for television,"
"DZA",2014,5623,7.83,10005,"Kg","Mineral or chemical fertilizers, po"
"DZA",2014,2925,7.818,5725,"Kg","Seeds, fruit and spores, n.e.s., of"
"DZA",2014,5532,7.71,1292,"Kg","Beauty/make-up preparations for the"
"DZA",2014,981,7.67,4695,"Kg","Homogenized food preparations"
"DZA",2014,7482,7.55,NA,"N.Q.","Bearing housings and plain shaft be"
"DZA",2014,8996,7.348,339,"Kg","Orthopaedic appliances (including c"
"DZA",2014,2461,7.296,155400,"Kg","Wood in chips or particles"
"DZA",2014,7461,7.094,NA,"N.Q.","Ball-bearings"
"DZA",2014,6594,7.077,839,"Area  SM","Carpets and other textile floor cov"
"DZA",2014,733,6.874,1477,"Kg","Other food preparations containing "
"DZA",2014,8514,6.756,217,"Pair","Other footwear with uppers of leath"
"DZA",2014,621,6.629,1701,"Kg","Vegetables, fruit, nuts, fruit-peel"
"DZA",2014,575,6.573,10154,"Kg","Grapes, fresh or dried"
"DZA",2014,7169,6.188,5,"Kg","Parts, n.e.s., suitable for use wit"
"DZA",2014,7784,6.142,79,"Item","Electromechanical tools for working"
"DZA",2014,986,6.141,1540,"Kg","Yeasts (active/inactive); other sin"
"DZA",2014,7528,6.012,NA,"N.Q.","Other units of automatic data proce"
"DZA",2014,7752,5.952,23,"Item","Household-type refrigerators and fo"
"DZA",2014,6662,5.465,1242,"Kg","Statuettes and other ornamental cer"
"DZA",2014,6353,5.446,48820,"Kg","Builders' joinery and carpentry of "
"DZA",2014,752,5.372,1100,"Kg","Spices (except pepper and pimento)"
"DZA",2014,5711,5.349,10000,"Kg","Polyethylene"
"DZA",2014,8991,5.251,27006,"Kg","Articles and manufactures of carvin"
"DZA",2014,7523,5.037,NA,"N.Q.","Other automatic data processing mac"
"DZA",2014,8461,5.014,NA,"N.Q.","Clothing accessories (other than th"
"DZA",2014,7422,4.986,NA,"N.Q.","Fuel, lubricating/cooling medium pu"
"DZA",2014,7931,4.751,NA,"N.Q.","Yachts and other vessels for pleasu"
"DZA",2014,6966,4.707,100,"Kg","Spoons, forks, ladles, skimmers, ca"
"DZA",2014,7728,4.693,468,"Kg","Parts suitable for use solely or pr"
"DZA",2014,6957,4.643,595,"Kg","Tools of two/more of the headings o"
"DZA",2014,572,4.553,7598,"Kg","Other citrus fruit, fresh or dried"
"DZA",2014,7435,4.526,NA,"N.Q.","Centrifuges (including centrifugal "
"DZA",2014,7373,4.495,NA,"N.Q.","Electric (including electrically he"
"DZA",2014,622,4.459,1258,"Kg","Sugar confectionery (including whit"
"DZA",2014,4221,4.431,1900,"Kg","Linseed oil and its fractions"
"DZA",2014,7614,4.073,NA,"N.Q.","Other monitors"
"DZA",2014,7763,4.047,NA,"N.Q.","Diodes, transistors and similar sem"
"DZA",2014,7163,4.037,64,"Item","Motors (other than motors of an out"
"DZA",2014,7418,4.032,NA,"N.Q.","Other machinery, plant and similar "
"DZA",2014,7527,4.017,NA,"N.Q.","Storage units"
"DZA",2014,7868,3.931,29,"Kg","Other vehicles, not mechanically pr"
"DZA",2014,7712,3.861,NA,"N.Q.","Other electric power machinery; par"
"DZA",2014,7753,3.809,16,"Item","Dishwashing machines of the househo"
"DZA",2014,6973,3.739,NA,"N.Q.","Cooking or heating apparatus of a k"
"DZA",2014,6659,3.701,149,"Kg","Articles made of glass, n.e.s."
"DZA",2014,7484,3.596,NA,"N.Q.","Gears & gearing, other than toothed"
"DZA",2014,6770,3.388,1655,"Kg","Railway or tramway track constructi"
"DZA",2014,5422,3.1,455,"Kg","Medicaments containing hormones or "
"DZA",2014,544,2.917,2886,"Kg","Tomatoes, fresh/chilled"
"DZA",2014,6531,2.911,293,"Kg","Fabrics, woven, of synthetic filame"
"DZA",2014,7447,2.857,0,"Item","Continuous-action elevators and con"
"DZA",2014,6422,2.695,273,"Kg","Envelopes, letter cards, plain post"
"DZA",2014,7431,2.659,NA,"N.Q.","Air or vacuum pumps, air or other g"
"DZA",2014,5829,2.6,2531,"Kg","Other plates, sheets, film, foil an"
"DZA",2014,5334,2.578,60,"Kg","Paints and varnishes (including ena"
"DZA",2014,7449,2.436,152,"Kg","Parts suitable for use solely or pr"
"DZA",2014,7283,2.352,253,"Kg","Machinery for sorting, screening, s"
"DZA",2014,6423,2.346,885,"Kg","Registers, account-books, notebooks"
"DZA",2014,5421,2.333,166,"Kg","Medicaments containing antibiotics "
"DZA",2014,7526,2.247,NA,"N.Q.","Input/output units, whether/not con"
"DZA",2014,7473,2.162,98,"Kg","Check valves"
"DZA",2014,2782,2.088,3184,"Kg","Clays and other refractory minerals"
"DZA",2014,712,2.071,464,"Kg","Coffee, roasted"
"DZA",2014,6974,2.051,257,"Kg","Table, kitchen or other household a"
"DZA",2014,7932,2.042,NA,"N.Q.","Ships, boats and other vessels (oth"
"DZA",2014,2733,1.949,2474,"Kg","Natural sands of all kinds, whether"
"DZA",2014,5755,1.922,500,"Kg","Cellulose and its chemical derivati"
"DZA",2014,5139,1.878,225,"Kg","Carboxylic acids with additional ox"
"DZA",2014,7281,1.835,168,"Kg","Machine tools specialized for parti"
"DZA",2014,7491,1.832,119,"Kg","Moulding boxes for metal foundry; m"
"DZA",2014,8997,1.77,NA,"N.Q.","Basketware, wickerwork and other ar"
"DZA",2014,5922,1.716,81,"Kg","Albuminoidal substances, modified s"
"DZA",2014,5513,1.702,2504,"Kg","Essential oils (terpeneless or not)"
"DZA",2014,7724,1.598,400,"Kg","Electrical apparatus for switching "
"DZA",2014,8414,1.575,83,"Item","Trousers, bib & brace overalls, bre"
"DZA",2014,4222,1.378,2500,"Kg","Palm oil and its fractions"
"DZA",2014,7442,1.331,NA,"N.Q.","Pulley tackle and hoists (other tha"
"DZA",2014,7758,1.298,NA,"N.Q.","Electrothermic appliances, n.e.s."
"DZA",2014,6351,1.243,NA,"N.Q.","Packings and cable-drums of wood; w"
"DZA",2014,7249,1.227,60,"Kg","Parts for the machines of subgroups"
"DZA",2014,4218,1.222,184,"Kg","Sesame (Sesamum) oil & its fraction"
"DZA",2014,7259,1.186,85,"Kg","Parts of the machines of group 725"
"DZA",2014,6827,1.172,162,"Kg","Copper tubes, pipes and tube or pip"
"DZA",2014,564,1.109,519,"Kg","Flour, meal, flakes, granules and p"
"DZA",2014,5921,1.107,2374,"Kg","Starches, inulin and wheat gluten"
"DZA",2014,8952,1.046,NA,"N.Q.","Pens, pencils and fountain-pens"
"DZA",2014,7489,1.043,121,"Kg","Parts, n.e.s., for the articles of "
"DZA",2014,561,1.027,30,"Kg","Vegetables, dried (excluding legumi"
"DZA",2014,7162,0.996,NA,"N.Q.","Motors (other than motors of an out"
"DZA",2014,5991,0.981,11940,"Kg","Municipal waste; sewage sludge"
"DZA",2014,5816,0.973,56,"Kg","Other tubes, pipes & hoses"
"DZA",2014,7417,0.931,25,"Kg","Gas generators, distilling or recti"
"DZA",2014,8744,0.891,NA,"N.Q.","Instruments and apparatus for physi"
"DZA",2014,7751,0.873,NA,"N.Q.","Household-type laundry equipment, n"
"DZA",2014,7434,0.829,NA,"N.Q.","Fans and cooker hoods incorporating"
"DZA",2014,8432,0.803,NA,"N.Q.","Suits, ensembles, jackets, blazers,"
"DZA",2014,7462,0.781,NA,"N.Q.","Tapered roller bearings (including "
"DZA",2014,7448,0.766,0,"Item","Lifting, handling, loading or unloa"
"DZA",2014,461,0.738,900,"Kg","Flour of wheat/of meslin"
"DZA",2014,2815,0.736,150,"Kg","Iron ores & concentrates, not agglo"
"DZA",2014,7441,0.732,4,"Kg","Works trucks, of the type used in f"
"DZA",2014,6952,0.721,43,"Kg","Handsaws, files, rasps, pliers, pin"
"DZA",2014,7161,0.72,NA,"N.Q.","Electric motors of an output not > "
"DZA",2014,6593,0.692,21,"Area  SM","Kelem, Schumacks, Karamanie & simil"
"DZA",2014,6413,0.681,1051,"Kg","Paper and paperboard, of a kind use"
"DZA",2014,731,0.678,168,"Kg","Cocoa powder containing added sugar"
"DZA",2014,8972,0.664,8,"Kg","Imitation jewellery"
"DZA",2014,7768,0.642,3,"Kg","Piezoelectric crystals, mounted; pa"
"DZA",2014,2929,0.615,42,"Kg","Materials of vegetable origin, n.e."
"DZA",2014,7247,0.576,0,"Item","Machinery (other than machines of s"
"DZA",2014,8110,0.522,93,"Kg","Prefabricated buildings"
"DZA",2014,7413,0.516,NA,"N.Q.","Industrial or laboratory furnaces a"
"DZA",2014,8459,0.514,60,"Kg","Other garments, knitted or crochete"
"DZA",2014,2879,0.481,40,"Kg","Ores and concentrates of other non-"
"DZA",2014,8425,0.468,27,"Item","Skirts & divided skirts, women's/gi"
